GPHeight,Pressure,O3PartialPressure,Temperature
19600,58.903333333333336,6.959,-63.53333333333333
19700,57.96,6.807,-61.6
19800,57.01,6.941,-61.74
19900,56.11,7.026,-62.1
20000,55.2,7.13,-61.4
20100,54.336,7.392,-61.4
20200,53.44,7.417,-60.4
20300,52.599999999999994,7.8625,-60.1
20400,51.758,8.122399999999999,-59.8
20500,50.935,8.257375,-60.5
20600,50.15,8.393,-60.0
20700,49.35,8.587666666666665,-58.53333333333333
20800,48.57,9.102,-57.6
20900,47.815,9.288125,-57.9625
21000,47.07,9.503499999999999,-57.675000000000004
21100,46.298,9.625,-57.6
21200,45.576,9.6279,-57.190000000000005
21300,44.88,9.796,-56.1
21400,44.162,10.1956,-55.660000000000004
21500,43.476,10.5464,-55.46
21600,42.8,10.617,-55.5
21700,42.16,10.73,-55.3
21800,41.486,10.905199999999999,-55.42
21900,40.84,11.159,-55.5
22000,40.1975,11.313,-55.8
22100,39.558,11.495,-56.6
22200,38.946666666666665,11.238,-56.983333333333334
22300,38.33,11.351,-57.8
22400,37.738,11.62,-57.5
22500,37.14909090909091,11.649272727272727,-57.07272727272727
22600,36.57,11.585,-56.7
22700,35.96714285714285,11.830571428571428,-56.6
22800,35.42,11.764,-56.6
22900,34.864285714285714,11.99,-57.0
23000,34.315,11.844999999999999,-56.9
23100,33.776250000000005,11.944125000000001,-56.712500000000006
23200,33.256,11.813600000000001,-57.1
23300,32.73,12.028,-57.63333333333333
23400,32.217999999999996,12.1782,-56.8
23500,31.71142857142857,12.356571428571428,-56.9
23600,31.21,12.515666666666666,-56.9
23700,30.725,12.72125,-56.3
23800,30.253333333333334,12.429,-55.6
23900,29.782857142857143,12.712285714285715,-55.5
24000,29.318571428571428,12.961,-54.8
24100,28.86857142857143,13.436142857142856,-54.1
24200,28.415000000000003,13.625,-54.3
24300,27.977999999999998,13.3964,-54.3
24400,27.535,13.3775,-53.8
24500,27.115000000000002,13.653,-53.6
24600,26.701428571428572,13.667857142857143,-53.6
24700,26.296,13.7904,-53.18
24800,25.875714285714288,13.872714285714284,-52.6
